,avg_nse_broken,avg_nse_optim,avg_nse_ga,avg_pssl_broken,avg_pssl_optim,avg_pssl_ga,avg_pbp_broken,avg_pbp_optim,avg_pbp_ga
0,0.21815651867970912,0.032051120895993275,0.0496088812718946,-6.817518180764756,-8.356110885032827,-9.359063282458205,-1.8493910000482543,-0.31304090516834976,-0.3513488514996236
