,avg_nse_broken,avg_nse_elo,avg_nse_ga,avg_nse_bpso,avg_pssl_broken,avg_pssl_elo,avg_pssl_ga,avg_pssl_bpso,avg_pbp_broken,avg_pbp_elo,avg_pbp_ga,avg_pbp_bpso
0,0.2538104755331175,0.035126054007316034,0.009617484269221115,0.07286957168318409,-4.3360243306273505,-5.162347451372608,-5.470163245060145,-5.110748588192838,-2.5323927502816184,-0.3092000143318076,-0.1780197610995761,-1.0883062814001863
